,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
177,django-fixture-magic,https://github.com/davedash/django-fixture-magic,,[],example-data,Utilities to extract and manipulate Django Fixtures.,19,True,davedash/django-fixture-magic,django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,89.0,7.0,57.0,12.0,23.0,389.0,,,,174.0,174.0,36.0,https://pypi.org/project/django-fixture-magic,20896.0,20896.0,3.0,,,,,,
178,punq,https://github.com/bobthemighty/punq,,[],dependency-injection,An IoC container for Python 3.8+.,19,True,bobthemighty/punq,punq,https://github.com/bobthemighty/punq,MIT,2017-09-07 08:38:38,2025-01-14 15:34:35,2025-01-14 08:47:42,93.0,,16.0,1.0,163.0,13.0,31.0,364.0,2023-11-06 10:45:23,0.7.0,12.0,376.0,376.0,11.0,https://pypi.org/project/punq,45996.0,45996.0,3.0,,,,,,
179,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,,[],graphql-api,Django registration and authentication with GraphQL.,19,True,PedroBern/django-graphql-auth,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2024-08-06 13:07:28,2022-06-17 09:46:13,276.0,,105.0,20.0,62.0,61.0,44.0,333.0,,,,743.0,743.0,16.0,https://pypi.org/project/django-graphql-auth,6064.0,6064.0,3.0,,,,,,
180,django-custom-user,https://github.com/jcugat/django-custom-user,,[],custom-user,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,19,True,jcugat/django-custom-user,django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,60.0,16.0,58.0,1.0,23.0,316.0,,,,285.0,285.0,12.0,https://pypi.org/project/django-custom-user,26581.0,26581.0,2.0,,,,,,
181,django-rich,https://github.com/adamchainz/django-rich,,[],management-commands,Extensions for using Rich with Django.,19,True,adamchainz/django-rich,django-rich,https://github.com/adamchainz/django-rich,MIT,2021-11-25 12:48:29,2025-05-25 15:40:03,2025-05-25 15:39:09,314.0,13.0,11.0,4.0,245.0,4.0,9.0,136.0,,,,188.0,188.0,6.0,https://pypi.org/project/django-rich,117795.0,117795.0,3.0,,,,,,
182,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,[],admin-interface-actions,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",19,True,trangpham/django-admin-confirm,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2025-05-07 17:05:47,2025-05-06 21:06:57,81.0,11.0,17.0,3.0,37.0,9.0,24.0,134.0,2025-04-21 05:33:28,1.0.1,9.0,99.0,99.0,10.0,https://pypi.org/project/django-admin-confirm,55924.0,55924.0,3.0,,,,,,
183,pyngo,https://github.com/yezz123/pyngo,,[],pydantic-integration,Pydantic model support for Django & Django-Rest-Framework.,19,True,yezz123/pyngo,pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2025-05-19 20:51:50,2025-05-17 13:36:48,244.0,8.0,8.0,3.0,216.0,,4.0,88.0,2025-05-17 13:37:06,2.4.0,15.0,23.0,23.0,8.0,https://pypi.org/project/pyngo,23676.0,23676.0,2.0,,,,,,
184,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,,[],admin-interface-filters,Numeric filters for Django admin.,19,True,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,35.0,3.0,18.0,5.0,14.0,78.0,2023-02-16 07:52:21,0.1.9,3.0,207.0,207.0,14.0,https://pypi.org/project/django-admin-numeric-filter,16546.0,16546.0,1.0,,,,,,
185,django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,,[],fields-addresses,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",19,True,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2024-06-20 12:43:20,2024-06-20 12:43:20,217.0,,22.0,3.0,12.0,5.0,23.0,68.0,2024-03-18 23:36:39,2.1.0,23.0,553.0,553.0,8.0,https://pypi.org/project/django-mapbox-location-field,1076.0,1076.0,3.0,,,,,,
186,shynet,https://github.com/milesmcc/shynet,,[],analytics-framework,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",18,True,milesmcc/shynet,shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-12-19 05:45:00,2024-12-19 05:45:00,517.0,,199.0,29.0,147.0,50.0,145.0,3035.0,2023-07-28 03:19:15,0.13.1,37.0,,,38.0,https://pypi.org/project/shynet,,,1.0,,,,,,
187,saas-boilerplate,https://github.com/apptension/saas-boilerplate,,[],project-templates,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS...",18,True,apptension/saas-boilerplate,,https://github.com/apptension/saas-boilerplate,MIT,2020-04-14 09:31:26,2025-04-24 18:58:10,2025-03-09 09:43:20,986.0,2.0,332.0,19.0,468.0,45.0,149.0,2535.0,2024-09-27 11:30:40,4.1.1,24.0,,,41.0,,,,1.0,,,,,,
188,django-react-boilerplate,https://github.com/vintasoftware/django-react-boilerplate,,[],project-templates,"Django 5, React, Bootstrap 5 with Python 3 and Webpack project boilerplate.",18,True,vintasoftware/django-react-boilerplate,,https://github.com/vintasoftware/django-react-boilerplate,MIT,2016-07-19 20:37:29,2025-02-25 18:13:18,2025-02-25 18:10:47,1180.0,,514.0,61.0,381.0,26.0,272.0,2135.0,,,,,,52.0,,,,1.0,,,1.0,,,
189,merchant,https://github.com/agiliq/merchant,,[],payment-subscriptions,A Django app to accept payments from various payment processors via Pluggable backends.,18,False,agiliq/merchant,merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,165.0,58.0,86.0,23.0,42.0,1021.0,,,4.0,34.0,34.0,49.0,https://pypi.org/project/merchant,,,2.0,,,,,,
190,Autotest (fully automated testing primarily designed to test the Linux kernel) dashboard backend.,https://github.com/autotest/autotest,,[],test-automation-system,Autotest - Fully automated tests on Linux.,18,True,autotest/autotest,,https://github.com/autotest/autotest,,2011-09-19 15:25:16,2024-02-21 07:51:13,2023-12-01 05:16:01,7843.0,,343.0,128.0,676.0,117.0,288.0,713.0,,,,36.0,36.0,295.0,,,,1.0,,,,,,
191,django-test-plus,https://github.com/revsys/django-test-plus,,[],testing,Useful additions to Djangos default TestCase.,18,True,revsys/django-test-plus,django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2024-08-11 12:15:04,2024-08-11 12:15:01,511.0,,62.0,10.0,157.0,7.0,51.0,624.0,,,,,,35.0,https://pypi.org/project/django-test-plus,87638.0,87638.0,3.0,,,,,,
192,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,[],value-as-a-service-framework,Django application for software-as-service and subscription businesses.,18,True,djaodjin/djaodjin-saas,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2025-05-08 17:39:14,2025-05-08 17:38:08,1969.0,21.0,128.0,24.0,198.0,14.0,98.0,589.0,,,,12.0,12.0,13.0,https://pypi.org/project/djaodjin-saas,469.0,469.0,1.0,,,,,,
193,django-cryptography,https://github.com/georgemarshall/django-cryptography,,[],encrpyted-fields,Easily encrypt data in Django.,18,True,georgemarshall/django-cryptography,django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-11-18 05:40:33,2024-02-16 03:05:10,153.0,,78.0,17.0,44.0,41.0,32.0,395.0,2022-04-06 04:41:14,1.1,13.0,,,4.0,https://pypi.org/project/django-cryptography,172599.0,172599.0,1.0,,,,,,
194,django-data-browser,https://github.com/tolomea/django-data-browser,,[],data-exploration,Django app for user friendly querying of Django models.,18,True,tolomea/django-data-browser,django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,,27.0,9.0,39.0,6.0,32.0,363.0,,,,39.0,39.0,10.0,https://pypi.org/project/django-data-browser,4004.0,4004.0,1.0,,,,,,
195,django-bulma,https://github.com/timonweb/django-bulma,,[],mvt-bulma-css-framework-integration,Bulma theme for Django.,18,True,timonweb/django-bulma,django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2024-07-09 19:26:41,2024-06-26 09:43:36,131.0,,55.0,14.0,43.0,6.0,38.0,346.0,,,,536.0,536.0,15.0,https://pypi.org/project/django-bulma,2803.0,2803.0,1.0,,,,,,
196,django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,,[],authentication-authorization,Provide OAuth2 access to your app.,18,True,caffeinehit/django-oauth2-provider,django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,MIT,2012-01-18 17:05:36,2024-08-12 23:29:21,2023-02-03 07:57:29,208.0,,185.0,24.0,92.0,40.0,25.0,337.0,,,,,,16.0,https://pypi.org/project/django-oauth2-provider,9065.0,9065.0,3.0,,,,,,
197,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,[],finite-state-machine,Mixin and template tags to integrate django-fsm transitions into the django admin.,18,True,gadventures/django-fsm-admin,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2024-04-15 10:40:23,2022-10-25 08:26:59,123.0,,96.0,28.0,66.0,19.0,20.0,202.0,,,,379.0,379.0,32.0,https://pypi.org/project/django-fsm-admin,13133.0,13133.0,3.0,,,,,,
198,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,,[],encrpyted-fields,Fernet symmetric encryption for Django model fields.,18,False,orcasgit/django-fernet-fields,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2024-05-09 01:48:26,2019-05-10 16:41:45,129.0,,66.0,5.0,24.0,9.0,7.0,196.0,,,,739.0,739.0,9.0,https://pypi.org/project/django-fernet-fields,20270.0,20270.0,1.0,,,,,,
199,openwisp-monitoring,https://github.com/openwisp/openwisp-monitoring,,[],others,"Network monitoring system written in Python and Django, designed to be extensible, programmable, scalable and easy to..",18,True,openwisp/openwisp-monitoring,,https://github.com/openwisp/openwisp-monitoring,,2020-03-20 00:56:22,2025-05-23 19:00:49,2025-05-16 12:42:22,623.0,19.0,136.0,13.0,370.0,36.0,257.0,181.0,2025-01-31 13:45:03,1.1.2,9.0,4.0,4.0,25.0,,,,1.0,,,,,,
200,PyTestArch,https://github.com/zyskarch/pytestarch,,[],architecture-testing,Test framework for software architecture based on imports between modules.,18,True,zyskarch/pytestarch,pytestarch,https://github.com/zyskarch/pytestarch,Apache-2.0,2022-09-20 15:33:54,2025-05-19 19:52:41,2025-04-01 17:24:33,239.0,7.0,7.0,3.0,91.0,6.0,36.0,104.0,2025-04-01 17:28:11,4.0.0,26.0,,,11.0,https://pypi.org/project/pytestarch,18300.0,18300.0,1.0,,,,True,,
201,opyoid,https://github.com/illuin-tech/opyoid,,[],dependency-injection,Dependency injection library for Python.,18,True,illuin-tech/opyoid,opyoid,https://github.com/illuin-tech/opyoid,MIT,2020-08-24 20:51:50,2025-05-26 05:45:23,2025-05-16 08:52:21,299.0,26.0,6.0,2.0,170.0,,6.0,70.0,2025-05-16 08:32:31,3.0.3,28.0,30.0,30.0,6.0,https://pypi.org/project/opyoid,4805.0,4805.0,3.0,,,,,,
202,django-phone-field,https://github.com/VeryApt/django-phone-field,,[],fields-phone-numbers,Lightweight model and form field for phone numbers in Django.,18,True,VeryApt/django-phone-field,django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,3.0,4.0,4.0,11.0,50.0,2020-06-10 01:16:07,1.8.1,8.0,3232.0,3232.0,4.0,https://pypi.org/project/django-phone-field,27515.0,27515.0,3.0,,,,,,
203,django-rest-pandas,https://github.com/wq/django-rest-pandas,,[],restful-api-drf,Serves up Pandas dataframes via the Django REST Framework for use in client-side (i.e. d3.js) visualizations and..,17,True,wq/django-rest-pandas,django-rest-pandas,https://github.com/wq/django-rest-pandas,MIT,2014-01-08 00:20:37,2025-03-29 01:49:15,2024-04-04 16:54:21,207.0,,122.0,48.0,13.0,8.0,32.0,1272.0,2019-03-28 04:18:00,1.1.0,12.0,,,3.0,https://pypi.org/project/django-rest-pandas,,,3.0,,,,,,
204,silver,https://github.com/silverapp/silver,,[],payment-subscriptions,Automated billing and payments for Django with a REST API.,17,True,silverapp/silver,silver,https://github.com/silverapp/silver,,2014-10-07 11:39:38,2025-01-21 10:45:12,2025-01-21 10:45:07,1863.0,,81.0,21.0,311.0,51.0,337.0,305.0,,,,11.0,11.0,24.0,https://pypi.org/project/silver,47.0,47.0,2.0,,,,,,
205,django-sendsms,https://github.com/stefanfoulis/django-sendsms,,[],messaging,A simple API to send SMS messages. It is modeled after the django email api.,17,True,stefanfoulis/django-sendsms,django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,90.0,14.0,38.0,5.0,19.0,261.0,,,,385.0,385.0,19.0,https://pypi.org/project/django-sendsms,4332.0,4332.0,2.0,,,,,,
206,django-audit-log,https://github.com/vvangelovski/django-audit-log,,[],fields-versioning,Audit log for your Django models.,17,False,vvangelovski/django-audit-log,django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,85.0,8.0,30.0,27.0,16.0,232.0,2015-01-23 12:59:33,0.6.0,2.0,269.0,269.0,10.0,https://pypi.org/project/django-audit-log,2441.0,2441.0,3.0,,,,,,
207,django-fastdev,https://github.com/boxed/django-fastdev,,[],development,"An app to make it safer, faster and more fun to develop in Django.",17,True,boxed/django-fastdev,django-fastdev,https://github.com/boxed/django-fastdev,BSD-3-Clause,2020-08-07 11:45:15,2025-05-15 07:35:39,2025-05-15 07:35:39,126.0,4.0,15.0,8.0,23.0,16.0,18.0,191.0,,,,103.0,103.0,11.0,https://pypi.org/project/django-fastdev,9413.0,9413.0,3.0,,,,,,
208,django-improved-user,https://github.com/jambonrose/django-improved-user,,[],custom-user,A custom Django user that authenticates via email. Follows identity and authentication best practices.,17,True,jambonsw/django-improved-user,django-improved-user,https://github.com/jambonrose/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2025-05-19 17:59:42,2024-08-08 13:18:10,128.0,,14.0,2.0,311.0,,10.0,153.0,2024-08-06 20:41:37,2.1.0,8.0,44.0,44.0,8.0,https://pypi.org/project/django-improved-user,3849.0,3849.0,3.0,jambonrose/django-improved-user,,,,,
209,django-mirage-field,https://github.com/luojilab/django-mirage-field,,[],encrpyted-fields,"Django model field encrypt/decrypt your data, keep secret in database.",17,True,luojilab/django-mirage-field,django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,14.0,13.0,2.0,12.0,93.0,2022-03-14 08:47:26,1.4.0,17.0,103.0,103.0,9.0,https://pypi.org/project/django-mirage-field,20133.0,20133.0,2.0,,,,,,
210,djantic2,https://github.com/jonathan-s/djantic2,,[],pydantic-integration,Pydantic model support for Django.,17,True,jonathan-s/djantic2,djantic,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2025-05-23 09:11:28,2025-05-23 09:11:28,160.0,6.0,8.0,4.0,13.0,5.0,7.0,70.0,2024-12-08 21:07:39,1.0.5,4.0,5.0,5.0,8.0,https://pypi.org/project/djantic,7703.0,7703.0,3.0,,,,,,
211,mixer,https://github.com/klen/mixer,,[],example-data,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",16,True,klen/mixer,mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,92.0,10.0,110.0,38.0,49.0,946.0,,,,,,43.0,https://pypi.org/project/mixer,170337.0,170337.0,3.0,,,,,,
212,django-scopes,https://github.com/raphaelm/django-scopes,,[],multiple-tenants,Safely separate multiple tenants in a Django database.,16,True,raphaelm/django-scopes,django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,11.0,16.0,12.0,7.0,239.0,,,,115.0,115.0,6.0,https://pypi.org/project/django-scopes,14364.0,14364.0,3.0,,,,,,
213,injectable,https://github.com/roo-oliv/injectable,,[],dependency-injection,Python Dependency Injection for Humans.,16,True,roo-oliv/injectable,injectable,https://github.com/roo-oliv/injectable,MIT,2018-02-04 20:26:28,2024-08-05 15:13:11,2024-08-05 15:13:07,159.0,,10.0,3.0,91.0,5.0,16.0,117.0,2024-08-05 14:04:10,4.0.1,31.0,27.0,27.0,6.0,https://pypi.org/project/injectable,5355.0,5355.0,3.0,,,,,,
214,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,[],fields-versioning,Django signals for changed fields.,16,True,craigds/django-fieldsignals,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,7.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,339.0,339.0,5.0,https://pypi.org/project/django-fieldsignals,32269.0,32269.0,3.0,,,,,,
215,dj-paypal,https://github.com/HearthSim/dj-paypal,,[],payment-subscriptions,Paypal integration for Django - Inspired by dj-Stripe.,16,True,HearthSim/dj-paypal,dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2025-03-10 12:57:40,2025-03-10 12:55:43,266.0,4.0,20.0,12.0,8.0,4.0,5.0,89.0,2018-12-18 16:40:35,0.11.1,4.0,28.0,28.0,3.0,https://pypi.org/project/dj-paypal,245.0,245.0,3.0,,,,,,
216,django-subscriptions,https://github.com/kogan/django-subscriptions,,[],payment-subscriptions,A django package for managing subscription states.,16,True,kogan/django-subscriptions,django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,23.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,18.0,18.0,2.0,https://pypi.org/project/django-subscriptions,11547.0,11547.0,3.0,,,,,,
217,django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,,[],custom-user,A Django app to use email as username for user authentication.,16,True,jmfederico/django-use-email-as-username,django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2025-04-08 20:34:48,2025-04-08 20:34:43,119.0,4.0,11.0,4.0,4.0,,14.0,72.0,,,,309.0,309.0,3.0,https://pypi.org/project/django-use-email-as-username,2501.0,2501.0,3.0,,,,,,
218,modern-di,https://github.com/modern-python/modern-di,,[],dependency-injection,Powerful DI-framework with scopes.,16,True,modern-python/modern-di,modern-di,https://github.com/modern-python/modern-di,MIT,2024-10-27 18:08:41,2025-05-20 14:55:05,2025-05-20 14:54:05,204.0,42.0,4.0,1.0,36.0,2.0,27.0,39.0,2025-05-20 14:55:05,litestar-0.7.1,50.0,5.0,5.0,4.0,https://pypi.org/project/modern-di,740.0,740.0,3.0,,,,,,
219,Lithium,https://github.com/wsvincent/lithium,,[],project-templates,Django starter project with.,15,True,wsvincent/lithium,,https://github.com/wsvincent/lithium,,2018-02-15 17:29:07,2025-05-08 15:13:27,2025-04-28 13:20:03,181.0,3.0,423.0,64.0,117.0,2.0,43.0,2365.0,,,,,,22.0,,,,2.0,,,,,,
220,django-trackstats,https://github.com/pennersr/django-trackstats,,[],statistics,Keep track of your statistics.,15,True,pennersr/django-trackstats,django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,39.0,11.0,13.0,4.0,8.0,450.0,,,,28.0,28.0,9.0,https://pypi.org/project/django-trackstats,2002.0,2002.0,1.0,,,,,,
221,pytailwindcss,https://github.com/timonweb/pytailwindcss,,[],mvt-tailwind-css-framework-integration,,15,False,timonweb/pytailwindcss,pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2023-06-23 21:23:14,2023-06-23 21:22:46,27.0,,10.0,4.0,3.0,5.0,7.0,334.0,,,,443.0,443.0,2.0,https://pypi.org/project/pytailwindcss,14796.0,14796.0,3.0,,,,,,
222,Zango,https://github.com/Healthlane-Technologies/Zango,,[],project-templates,Django meta-framework for building enterprise-ready custom business applications.,15,True,Healthlane-Technologies/Zango,,https://github.com/Healthlane-Technologies/Zango,,2023-06-17 18:28:26,2025-05-26 11:25:13,2025-05-14 15:26:50,135.0,15.0,57.0,8.0,335.0,25.0,26.0,292.0,2025-05-12 08:35:14,0.5.3,14.0,6.0,6.0,15.0,,,,2.0,,,,,,
223,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,,[],payment-subscriptions,A subscription and recurrent billing application for Django.,15,True,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2024-06-21 14:11:55,2020-09-11 20:55:19,197.0,,52.0,4.0,268.0,27.0,23.0,251.0,,,,31.0,31.0,14.0,https://pypi.org/project/django-flexible-subscriptions,315.0,315.0,3.0,,,,,,
224,django-prbac,https://github.com/dimagi/django-prbac,,[],authentication-authorization,,15,False,dimagi/django-prbac,django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,,39.0,38.0,55.0,4.0,17.0,142.0,2020-03-06 22:55:21,0.0.8,1.0,16.0,16.0,23.0,https://pypi.org/project/django-prbac,3309.0,3309.0,3.0,,,,,,
225,pytest-archon,https://github.com/jwbargsten/pytest-archon,,[],architecture-testing,Rule your architecture like a real developer.,15,True,jwbargsten/pytest-archon,pytest-archon,https://github.com/jwbargsten/pytest-archon,Apache-2.0,2022-11-18 07:28:16,2024-02-26 19:35:18,2024-02-26 19:35:10,217.0,,1.0,1.0,28.0,1.0,7.0,64.0,,,,16.0,16.0,3.0,https://pypi.org/project/pytest-archon,456238.0,456238.0,2.0,,,,True,,
226,falco,https://github.com/falcopackages/falco-cli,,[],project-templates,Enhance your Django developer experience: CLI and Guides for the Modern Django Developer.,14,True,Tobi-De/falco,falco,https://github.com/falcopackages/falco-cli,,2023-12-15 15:05:56,2024-12-31 09:14:42,2024-12-31 09:14:42,577.0,,20.0,8.0,44.0,4.0,63.0,387.0,2024-10-01 12:12:17,0.26.4,57.0,16.0,16.0,8.0,https://pypi.org/project/falco,60.0,60.0,2.0,falcopackages/falco-cli,,,,,
227,cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,,[],project-templates,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",14,True,ilikerobots/cookiecutter-vue-django,,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,25.0,3.0,76.0,4.0,11.0,221.0,,,,,,399.0,,,,2.0,,,,,,
228,django-bitcoin,https://github.com/kangasbros/django-bitcoin,,[],payment-subscriptions,bitcoin payment management for django.,14,False,kangasbros/django-bitcoin,django-bitcoin,https://github.com/kangasbros/django-bitcoin,MIT,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,31.0,25.0,11.0,7.0,180.0,,,,20.0,20.0,18.0,https://pypi.org/project/django-bitcoin,11.0,11.0,3.0,,,,,,
229,ariadne-django,https://github.com/mirumee/ariadne-django,,[],graphql-api,ariadne_django makes integrating ariadne and django together easier.,14,True,mirumee/ariadne-django,ariadne-django,https://github.com/mirumee/ariadne-django,BSD-3-Clause,2021-04-08 01:49:36,2024-03-20 17:06:16,2022-08-23 16:51:18,35.0,,11.0,18.0,29.0,11.0,16.0,67.0,2022-07-19 17:16:50,0.3.0,3.0,,,9.0,https://pypi.org/project/ariadne-django,19160.0,19160.0,3.0,,,,,,
230,KernelCI (distributed test automation system focused on upstream kernel development) dashboard backend.,https://github.com/kernelci/dashboard,,[],test-automation-system,KernelCI web dashboard.,14,False,kernelci/dashboard,,https://github.com/kernelci/dashboard,MIT,2024-07-16 11:47:41,2025-05-26 13:38:43,2025-05-22 19:32:55,1080.0,210.0,6.0,13.0,525.0,91.0,626.0,5.0,,,,,,16.0,,,,2.0,,,,,,
231,cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,[],reusable-app-templates,A cookiecutter template for creating reusable Django packages quickly.,13,True,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,13.0,903.0,28.0,44.0,435.0,2017-10-04 13:46:21,1.0.1,2.0,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,1.0,,,,,,
232,django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,,[],locking,Offline optimistic locking for Django.,13,False,gavinwahl/django-optimistic-lock,django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,21.0,2.0,8.0,1.0,4.0,121.0,,,,19.0,19.0,4.0,https://pypi.org/project/django-optimistic-lock,3262.0,3262.0,3.0,,,,,,
233,dj-paddle,https://github.com/paddle-python/dj-paddle,,[],payment-subscriptions,Django + Paddle made Easy!.,13,True,paddle-python/dj-paddle,dj-paddle,https://github.com/paddle-python/dj-paddle,MIT,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,5.0,20.0,14.0,11.0,83.0,2021-02-26 16:41:04,0.1.2,2.0,,,7.0,https://pypi.org/project/dj-paddle,287.0,287.0,3.0,,,,,,
234,django-harlequin,https://github.com/adamchainz/django-harlequin,,[],development,"Launch Harlequin, the SQL IDE for your Terminal, with your Django database configuration.",13,True,adamchainz/django-harlequin,django-harlequin,https://github.com/adamchainz/django-harlequin,MIT,2024-05-05 21:24:46,2025-05-25 15:40:00,2025-05-25 15:39:08,87.0,11.0,3.0,2.0,60.0,1.0,,81.0,,,,8.0,8.0,5.0,https://pypi.org/project/django-harlequin,1986.0,1986.0,3.0,,,,,,
235,django-sms,https://github.com/roaldnefs/django-sms,,[],messaging,A Django app for sending SMS with interchangeable backends.,13,True,roaldnefs/django-sms,django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,,13.0,1.0,25.0,6.0,9.0,56.0,2023-12-31 11:52:23,0.7.0,7.0,,,3.0,https://pypi.org/project/django-sms,13206.0,13206.0,3.0,,,,,,
